,token,latitude,longitude,address,comment,explanation,time,categorie,cityname
393,1DCA0765,43.60545827770333,3.879472012652996,"Rue Pagézy, Montpellier",@GROUPENICOLLIN stationné en zone de rencontre,,2023-07-03 06:45:00,2,Montpellier
394,82B50143,43.60603316736226,3.876982915734337,"Place Alexandre Laissac, Montpellier",sur la piste cyclable,"place de livraison à droite : ""'suis handicapé!""",2023-07-03 06:43:00,2,Montpellier
395,883B4513,43.614477197225845,3.864853978157044,"avenue d’Assas, Montpellier",Chute d’enfant en percutant ce véhicule ,"En allant à l’école, mon fils a chuté en percutant ce même véhicule quelques jours plus tôt.
Vu la largeur restante de bande cyclable et la circulation à gauche, heureusement qu’il n’a pas terminée sa chute sur la route! Une belle frayeur!",2023-07-03 06:37:00,9,Montpellier
396,1802094B,43.61533103227756,3.863612737892153,"avenue d’Assas, Montpellier",Véhicule garé empiétant sur la bande cyclable,Un classique de l’avenue des arceaux avec ses stationnements en épis ,2023-07-03 06:36:00,2,Montpellier
397,FBD82E9E,43.60623976699142,3.8673348446202658,"Place Bouschet de Bernard, Montpellier",sur la piste cyclable,cycliste relégué sur trottoir ou face aux voitures,2023-07-03 06:36:00,2,Montpellier
398,0097B84D,43.59833773618943,3.846389660568948,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-07-03 06:28:00,2,Montpellier
399,E4C77542,43.59270829926323,3.844195569180733,"Avenue du XV de France, Montpellier",sur la PC,,2023-07-01 16:04:00,2,Montpellier
400,05811487,43.59199807476789,3.844727470242689,"Avenue du XV de France, Montpellier",sur la pc,,2023-07-01 16:03:00,2,Montpellier
401,82010CB5,43.58979644217633,3.853010668013335,"Avenue Roger Couderc, Montpellier",camion sur passage piéton,,2023-07-01 16:00:00,2,Montpellier
402,8EAB8FC3,43.58974496034807,3.852906026090608,"Avenue Roger Couderc, Montpellier",dans virage et passage piéton,,2023-07-01 16:00:00,2,Montpellier
403,8CC05A85,43.68732926657254,3.8243841379880905,"nouvel itinéraire cyclable, Saint-Gély-du-Fesc",rébellion anti cyclistes ???   ,,2023-07-01 08:45:00,2,Saint-Gély-du-Fesc
404,D8BB79C9,43.60265833113848,3.8555997323146856,"Rue des Chasseurs, Montpellier",moto sur PC pour circuler à contresens,,2023-07-01 07:43:00,2,Montpellier
405,2C9313DB,43.59781405370366,3.845890416829479,"Rue du Pas du Loup, Montpellier",sur trottoir / PC,,2023-07-01 07:40:00,2,Montpellier
406,1A872284,43.60545123721313,3.87948465338146,"Rue Pagézy, Montpellier",stationnement sur zone de rencontre,,2023-06-30 11:29:00,2,Montpellier
407,B757D331,43.6074006324998,3.8671636796113793,"Rue du Faubourg Figuerolles, Montpellier",sans commentaire,,2023-06-30 11:25:00,2,Montpellier
408,3E9CB04C,43.606971599804695,3.8661025102577096,"Rue du Faubourg Figuerolles, Montpellier",no comment,,2023-06-30 11:24:00,2,Montpellier
409,44A34510,43.60661503118912,3.864999461277834,"Impasse Saint-Joseph, Montpellier",dans virage et sur PP,,2023-06-30 11:24:00,2,Montpellier
410,70A66106,43.60191559315907,3.856866340314849,"Rue des Chasseurs, Montpellier",2rm à  contresens,,2023-06-30 11:20:00,7,Montpellier
411,F2DFF480,43.601345277200416,3.857946780068314,"Rue des Chasseurs, Montpellier",2rm à  contresens,,2023-06-30 11:20:00,7,Montpellier
412,3C791CED,43.59844724080415,3.846445532465257,"Rue du Pas du Loup, Montpellier",à contresens et sur la BC,,2023-06-30 11:17:00,2,Montpellier
413,F931CC12,43.61556902781934,3.881115540862084,"Rue Proudhon, Montpellier",velo dépouillé bloquant un arceau,,2023-06-30 07:36:00,100,Montpellier
414,CADE12A9,43.6123752340095,3.860402720366443,"Avenue de l'École d'Agriculture Gabriel Buchet, Montpellier",Stationnement dangereux aggravé par le boudin,Solution simple : passer le stationnement en longitudinal le long du trottoir,2023-06-30 07:08:00,3,Montpellier
415,F6DA271C,43.61509472234455,3.8639098405838017,"Avenue d’Assas, Montpellier",Véhicule empiétant sur la bande cyclable,,2023-06-30 06:36:00,2,Montpellier
416,B44582F0,43.597852854159015,3.845924341275012,"Rue du Pas du Loup, Montpellier",sur trottoir et pc,,2023-06-29 16:31:00,2,Montpellier
417,F14B1635,43.59290571725795,3.90506599098444,"not found, Montpellier",pince roue...,,2023-06-29 15:00:41,3,Montpellier
418,496D9D96,43.62644960642221,3.8954211026466408,"Avenue François Delmas, Montpellier",Stationnement sur bande  cyclable,,2023-06-29 14:37:00,2,Montpellier
419,316174D5,43.61659772867988,3.861882090568543,"Avenue d’Assas, Montpellier",Véhicule empiétant sur la bande cyclable,Stationnements en épis et bande cyclable entre les places et la route,2023-06-29 07:09:00,3,Montpellier
420,BCC99255,43.61584428833941,3.863008618354798,"avenue d’Assas, Montpellier",Véhicule empiétant sur la bande cyclable,Stationnement en épis et bande cyclable entre places et route.,2023-06-29 07:09:00,3,Montpellier
421,D6BD672D,43.60542404634677,3.879480147734285,"Rue Pagézy, Montpellier",@GROUPENICOLLIN & Cie sur zone de rencontre,,2023-06-29 06:56:00,2,Montpellier
422,6B753828,43.60539612714084,3.8760977983474736,"Rue Anatole France, Montpellier",Et 2 places de livraisons à côté...,,2023-06-29 06:53:00,2,Montpellier
423,6CA63276,43.62482,3.8614,"Avenue Charles Flahault, Montpellier",véhicule gênant ,,2023-06-28 10:22:00,2,Montpellier
424,B5D7F9AF,43.60543885565945,3.8794666528701782,"Rue Pagézy, Montpellier",comme d'hab avec Nico + pas de signalement travau,,2023-06-28 06:28:00,2,Montpellier
425,89309A25,43.59498111669016,3.8441352841170326,"Rue François Bélanger, Montpellier",arrêt sur trottoir,,2023-06-27 16:10:00,2,Montpellier
426,897D3E5C,43.60643791744962,3.871967211838921,"Cours Gambetta, Montpellier",scooter garé au travers de la PC,,2023-06-27 15:57:00,2,Montpellier
427,4DEB4E2D,43.60544740134768,3.879499007878412,"Rue Pagézy, Montpellier",stationnés en zdr,,2023-06-27 15:53:00,2,Montpellier
428,84912C47,43.60546289043781,3.879496240988375,"Rue Pagézy, Montpellier","@GROUPENICOLLIN stationné en zdr, ts les matins",,2023-06-27 06:36:00,2,Montpellier
429,E0F954CF,43.60612712051309,3.8770929817110313,"Place Alexandre Laissac, Montpellier","2 RM sur la piste, aux feux",,2023-06-27 06:34:00,7,Montpellier
430,82285958,43.59834307788257,3.846368361264468,"Rue du Pas du Loup, Montpellier",trottoir impraticable,,2023-06-27 06:14:00,2,Montpellier
431,CC25717D,43.59759256534816,3.845791602507234,"Rue du Pas du Loup, Montpellier",sur BC à un carrefour,,2023-06-26 16:27:00,2,Montpellier
432,AA0DAFFD,43.6068259379873,3.865861189551653,"Rue du Faubourg Figuerolles, Montpellier",sur trottoir et PC,,2023-06-26 16:18:00,2,Montpellier
433,59D760B4,43.60735456731677,3.870028043165804,"Cours Gambetta, Montpellier","au travers du trottoir, mode balek","interpellé, pas même lancé un regard ",2023-06-26 16:16:00,2,Montpellier
434,C03FD49F,43.613438264871625,3.8410265743732457,"Avenue de Lodève, Montpellier",,,2023-06-26 09:09:00,2,Montpellier
435,C9E1ED3F,43.60544346839544,3.8794756133077306,"Rue Pagézy, Montpellier",@GROUPENICOLLIN stationné en zone de rencontre,,2023-06-26 06:45:00,2,Montpellier
436,998DF157,43.60620553607959,3.876839687559537,"Boulevard de l'Observatoire, Montpellier",à contresens sur espace piéton,,2023-06-26 06:40:00,2,Montpellier
437,076EDFB4,43.65520327242061,3.968520015478134,"Passage Yvonne Barre, Vendargues",,,2023-06-25 16:09:00,2,Vendargues
438,FAC75602,43.65841487497265,3.970687910914421,"Rue de la Cadoule, Vendargues",tjrs les 2 mêmes qui bloquent les 2 trottoirs ,,2023-06-23 11:33:00,2,Vendargues
439,85058083,43.65864191227753,3.971435911953449,"Rue de la Cadoule, Vendargues",ces deux là ont pourtant une poussette ,,2023-06-23 11:32:00,2,Vendargues
440,91FE87D9,43.65861183473519,3.9712484925985336,"Rue de la Cadoule, Vendargues",zéro place piéton ,,2023-06-23 10:59:00,2,Vendargues
441,891825E1,43.5792296511277,3.8597666907780463,"Avenue Étienne Méhul, Montpellier",espace piéton=parking. Récurrent,,2023-06-23 10:45:00,2,Montpellier
442,3687B178,43.53377621013424,3.863607744428551,"Boulevard des Écoles, Villeneuve-lès-Maguelone",sur trottoir et PC,,2023-06-23 10:24:00,2,Villeneuve-lès-Maguelone
443,D47FF73F,43.59271995495617,3.844136612018661,"Avenue du XV de France, Montpellier",espèce protégée tuée par un chauffard #herisso,,2023-06-23 06:57:00,9,Montpellier
444,E58220BB,43.59240367207087,3.842816356148751,"Rue du Pas du Loup, Montpellier","sur trottoir, récurrent",,2023-06-23 06:55:00,2,Montpellier
445,A6DB3895,43.59235547065602,3.842713276462844,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-06-23 06:55:00,2,Montpellier
446,972FCA05,43.59238193894403,3.8427525831154967,"Rue du Palais d'Été, Montpellier",#LaPoste prend sens interdit puis stationne sur PP,,2023-06-23 06:54:00,2,Montpellier
447,4490EFCF,43.59495392109165,3.844410206148093,"Rue Gustave Flaubert, Montpellier","devant passage piéton, sur zebra, 0 visibilité",,2023-06-22 19:31:00,2,Montpellier
448,BFEA4EDC,43.60852377448959,3.8666349451737454,"Rue Pagès, Montpellier",Trottoir transformé en parking,,2023-06-22 19:20:00,2,Montpellier
449,BF8D3655,43.608512510287866,3.8640466088467567,"Rue Louis Braille, Montpellier",trottoir impraticable,,2023-06-22 19:19:00,2,Montpellier
450,EA845625,43.61037263012582,3.865556812621552,"Rue Marioge, Montpellier",stationné en zdr,et voiture derrière qui déboule à fond en zone 20,2023-06-22 19:18:00,2,Montpellier
451,CD61E05E,43.59245653573258,3.8429080840638954,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-06-22 08:31:00,2,Montpellier
452,D11454ED,43.61042312328502,3.865567546478115,"Rue Marioge, Montpellier",festival de GCUM en zone de rencotre,,2023-06-21 19:00:00,2,Montpellier
453,F66DA596,43.6128576200924,3.870196953576262,"Rue du Carré du Roi, Montpellier",reomontée de motos et scooters via la PC,,2023-06-21 18:51:00,2,Montpellier
454,DF15C52C,43.60640295833546,3.8720052196318338,"Cours Gambetta, Montpellier","sur la PC, depuis le matin",,2023-06-21 16:12:00,2,Montpellier
455,54D970D2,43.60556004909887,3.8795634110178328,"Rue Pagézy, Montpellier",nombreux véhicules stationnés en zone de rencotr,,2023-06-21 16:07:00,2,Montpellier
456,62FD030D,43.60545123721313,3.879469418898225,"Rue Pagézy, Montpellier",@GROUPENICOLLIN sur zone de rencontre,,2023-06-21 06:44:00,2,Montpellier
457,133F7067,43.60571149202659,3.8796464446932086,"Rue Pagézy, Montpellier","#GCUM en série rue Pagezy, com d'hab",,2023-06-21 06:42:00,2,Montpellier
458,45425F8F,43.60529938092264,3.875302565284074,"Rue du Grand Saint-Jean, Montpellier",déchargement au travers de l'entrée de la PC,,2023-06-21 06:40:00,2,Montpellier
459,2FECDB5B,43.66041573294658,3.9472796022892,"Via Tolosana, Le Crès",encore des pinces roues,,2023-06-20 16:40:00,3,Le Crès
460,DFD55CEA,43.620640270057,3.876919224858285,"Rue de Nazareth, Montpellier",camionette bloquant gout,,2023-06-20 06:41:00,2,Montpellier
461,CA551A47,43.59757649150299,3.845784676434919,"Rue du Pas du Loup, Montpellier",sur la BC,,2023-06-19 19:41:00,2,Montpellier
462,14CC79DE,43.597901075445336,3.8459443194097584,"Rue du Pas du Loup, Montpellier",sur le trottoir /PC,,2023-06-19 19:41:00,2,Montpellier
463,BA240031,43.60872667558921,3.896992541849613,"Avenue du Pirée, Montpellier",piste cyclable défoncée ,,2023-06-19 16:30:00,4,Montpellier
464,3B771217,43.60716423701648,3.896574452519417,"Avenue du Pirée, Montpellier",danger pour vélos et piétons ,,2023-06-19 16:30:00,4,Montpellier
465,CEA410FE,43.60284814157827,3.89665860682726,"Allée Capitaine Dreyfus, Montpellier",énormes trous sur la promenade depuis le Fise,,2023-06-19 16:24:00,4,Montpellier
466,05280F4C,43.60547065925302,3.879474783316256,"Rue Pagézy, Montpellier","comme d'hab, en ZDR @GROUPENICOLLIN",,2023-06-19 06:52:00,2,Montpellier
467,3A1F9AD0,43.60739268185808,3.869987726211548,"Cours Gambetta, Montpellier","comme d'habitude, toujours le même",,2023-06-19 06:48:00,2,Montpellier
468,3F70E895,43.60196366552156,3.856775332242251,"Rue des Chasseurs, Montpellier",à contresens via la bande cyclable,,2023-06-19 06:42:00,7,Montpellier
469,6F6FC68E,43.59828796129867,3.8463602308183913,"Rue du Pas du Loup, Montpellier",trottoir impraticable,,2023-06-19 06:39:00,2,Montpellier
470,D39798BF,43.59244871668311,3.8428840879350905,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-06-18 06:45:00,2,Montpellier
471,FD42E220,43.59831199893398,3.846368361264468,"Rue du Pas du Loup, Montpellier",merci pour les #PMR,,2023-06-18 05:05:00,2,Montpellier
472,77CC0A38,43.53792955525838,3.864636803045869,"M 185, Villeneuve-lès-Maguelone",traversée dangereuse,,2023-06-17 07:29:00,8,Villeneuve-lès-Maguelone
473,B19483F6,43.59246425767359,3.8428840879350905,"Rue du Pas du Loup, Montpellier","sur le trottoir, un habitué",,2023-06-17 06:59:00,2,Montpellier
474,9FA6EECC,43.61813777596119,3.9131651725656473,"Avenue Henri Becquerel, Montpellier",Stationnement moteur allumé sur trottoir et PC,,2023-06-16 07:48:00,2,Montpellier
475,4F978A36,43.624866261678086,3.920300602912903,"Chemin des Cauquilloux, Castelnau-le-Lez",débroussaillage nécessaire,,2023-06-15 07:07:00,4,Castelnau-le-Lez
476,1280FBA6,43.63395579681024,3.9344442263245583,"not found, Le Crès",bosse plaque d'égout dangereuse,,2023-06-15 07:02:00,3,Le Crès
477,8B213636,43.6318676672054,3.934900537133217,"not found, Le Crès",bosse plaque d'égout dangereuse ,,2023-06-15 07:02:00,3,Le Crès
478,4BBE1A95,43.67343,3.86736,"D17, Montferrier-sur-Lez",aménagement dangereux source d'accident ,,2023-06-14 15:42:00,9,Montferrier-sur-Lez
479,DE3572AA,43.60546604651912,3.879488103030827,"Rue Pagézy, Montpellier",@GROUPENICOLLIN stationné en ZdR au quotidien,,2023-06-14 06:40:00,2,Montpellier
480,463BB968,43.59826081574368,3.846360605027216,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-06-14 06:28:00,2,Montpellier
481,6BA7D52D,43.59808599621002,3.846201800112277,"Rue du Pas du Loup, Montpellier",contresens + à 1/2 sur la BC depuis +eurs jrs,,2023-06-14 06:28:00,2,Montpellier
482,D0284123,43.59791894595887,3.8459641413619976,"Rue du Pas du Loup, Montpellier",@JCDecaux_France sur piste cyclable et trottoir,,2023-06-14 06:27:00,2,Montpellier
483,7B3BAEBF,43.6074812920041,3.870020918548107,"Cours Gambetta, Montpellier",habituel ici !!,,2023-06-13 16:36:00,2,Montpellier
484,67C036E8,43.59760582261671,3.845785417753445,"Rue du Pas du Loup, Montpellier",sur la bande cyclable,,2023-06-13 16:22:00,2,Montpellier
485,827BBBDA,43.60716855829488,3.8664979838307993,"Rue du Faubourg Figuerolles, Montpellier","pause kébab, tout est permis !!!!",le conducteur de la voiture derrière est parti après de vifs échanges,2023-06-13 16:13:00,2,Montpellier
486,CDE3975A,43.60955851919061,3.881633476526281,"Avenue Frédéric Mistral, Montpellier",Impunitay R417-10 III 6° @policenat34,,2023-06-13 05:59:00,7,Montpellier
487,47BFE7C4,43.6058708004224,3.8797269165297625,"Rue Pagézy, Montpellier",Zone de rencontre transformée en parking,,2023-06-12 19:07:00,2,Montpellier
488,CD504495,43.60533589734783,3.875993949273664,"Rue Anatole France, Montpellier",Véhicule garé sur la piste cyclable,,2023-06-12 15:45:00,2,Montpellier
489,F2C5643B,43.60716279396945,3.866475933122928,"Rue du Faubourg Figuerolles, Montpellier",Véhicule garé sur la piste cyclable,,2023-06-12 15:41:00,2,Montpellier
490,3128ED25,43.61481198205911,3.857144895976946,"Avenue de l'École d'Agriculture Gabriel Buchet, Montpellier","Nouvelle bande, nouveau GCUM @groupenicollin",,2023-06-12 06:34:00,2,Montpellier
491,F0E2D7EC,43.602164986319536,3.8534895479460833,"Route de Lavérune, Montpellier",fourgon sur la PC,,2023-06-12 06:34:00,2,Montpellier
492,FCC63969,43.59787621209919,3.8459257185240863,"Rue du Pas du Loup, Montpellier",sur le trottoir / PC,,2023-06-12 06:32:00,2,Montpellier
493,2CC420FD,43.59818700311365,3.8462636768599623,"Rue du Pas du Loup, Montpellier",combo contresens + à 1/2 sur la BC,,2023-06-12 06:32:00,2,Montpellier
494,99AF2B0B,43.61168932249364,3.860915909800991,"Boulevard Benjamin Milhaud, Montpellier",Et quand on veut continuer la descente tout droit?,,2023-06-12 06:30:00,3,Montpellier
495,722D0DD3,43.60903648804997,3.866967120454548,"Rue Saint-Louis, Montpellier","nouvel aménagement, nouveau GCUM",,2023-06-12 06:26:00,2,Montpellier
496,EECD616A,43.61080468513602,3.833595849573612,"Rue Pierre Causse, Montpellier",panneau sens interdit deboulonné qui masque le pa,,2023-06-12 05:20:00,4,Montpellier
497,8F45CE22,43.6586397292306,3.9711016416549687,"Rue de la Cadoule, Vendargues",,,2023-06-11 16:04:00,2,Vendargues
498,629A4D31,43.65864797629635,3.9717966690659527,"Rue de la Cadoule, Vendargues",,,2023-06-11 16:03:00,2,Vendargues
499,39B3FB90,43.592610391350334,3.843224795354568,"Rue du Pas du Loup, Montpellier",trottoir condamné,,2023-06-11 10:31:00,2,Montpellier
500,F9BD9895,43.59241768324391,3.842838306465396,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-06-11 10:30:00,2,Montpellier
501,965B0E03,43.59824080865389,3.846316028065373,"Rue du Pas du Loup, Montpellier",sur trottoir,,2023-06-11 06:22:00,2,Montpellier
502,CEBF18F7,43.59782182350662,3.845912007545174,"Rue du Pas du Loup, Montpellier",trottoir et PC impraticable,pas à son coup d'essais...,2023-06-10 14:21:00,2,Montpellier
503,688EE872,43.60243438417782,3.854082190432729,"Route de Lavérune, Montpellier",sur la PC et davant passage piéton,,2023-06-10 11:32:00,2,Montpellier
504,C6451D68,43.6446486495031,3.9148808643221855,"Avenue de la Monnaie, Castelnau-le-Lez",piste cyclable squatée des 2 côtés.  comme touj,,2023-06-10 09:57:00,2,Castelnau-le-Lez
505,F720C132,43.59259970694576,3.843228695037944,"Rue du Pas du Loup, Montpellier",trottoir impraticable,,2023-06-10 09:52:00,2,Montpellier
506,70830233,43.569482762884896,3.952189050614834,"Piste cyclable de Montpellier à Carnon, Pérols",impossible d'accéder à la piste cyclable ,,2023-06-10 09:35:00,3,Pérols
507,9831A943,43.5878682719446,3.854071642335133,"Avenue de Toulouse, Montpellier",sas vélo effacé,,2023-06-10 09:06:00,6,Montpellier
508,45145037,43.591321255683845,3.847510814666749,"Rue de Bugarel, Montpellier",sur la PC,,2023-06-10 09:03:00,2,Montpellier
509,29B0CDDB,43.610427007372415,3.865545978354709,"Rue Marioge, Montpellier",garé en ZDR,,2023-06-10 07:39:00,2,Montpellier
510,DED09A24,43.6149051932852,3.8806099996874814,"Quai du Verdanson, Montpellier",fait ses petites affaires tranquillou sur la PC,malgré des places libres 30 mètres à dorite...,2023-06-10 06:59:00,2,Montpellier
511,DA2A8E53,43.60683411932353,3.879901329189597,"Rue de Maguelone, Montpellier",livraison au travers du trottoir !,,2023-06-10 06:53:00,2,Montpellier
512,DD8F5169,43.60552897387825,3.8794989325706912,"Rue Pagézy, Montpellier",@groupeNicollin em...les piétons même le samedi ,,2023-06-10 06:49:00,2,Montpellier
513,F6957C5E,43.59504016993571,3.844423134221744,"Rue Gustave Flaubert, Montpellier",à 1/2 sur passage piéton et zebras,,2023-06-08 19:03:00,2,Montpellier
514,AD743037,43.59712681067242,3.845436715954609,"Rue du Pas du Loup, Montpellier",sur le trottoir,,2023-06-08 18:26:00,2,Montpellier
515,DBC8856D,43.60738146598623,3.869138071479297,"Rue de la Palissade, Montpellier","au milieu du trottoir, avec un ""A""...",,2023-06-08 18:15:00,2,Montpellier
516,A55E714C,43.60547842806721,3.8794958564840254,"Rue Pagézy, Montpellier",fête du slip en ZDR avec @GROUPENICOLLIN,,2023-06-08 06:41:00,2,Montpellier
517,0784562E,43.590277552306205,3.852224012952444,"Rue Jacques Fouroux, Montpellier",sur trottoir et entrée de parc,,2023-06-07 16:40:00,2,Montpellier
518,5BCFE70B,43.60599116758588,3.8798131880693942,"Rue Pagézy, Montpellier",Zdr transformée en parking,,2023-06-07 06:39:00,2,Montpellier
519,A01E007C,43.60547842806721,3.879486092395368,"Rue Pagézy, Montpellier",@GROUPENICOLLIN & Cie sur zone de rencontre,,2023-06-07 06:38:00,2,Montpellier
520,DCA19948,43.60242205056372,3.8540591310996457,"Route de Lavérune, Montpellier",planté au milieu de la zone cyclable,,2023-06-06 16:56:00,2,Montpellier
521,18B93561,43.60737010445752,3.8700191999225058,"Cours Gambetta, Montpellier",l'habitué du quartier... ,,2023-06-06 16:39:00,2,Montpellier
522,1CBCA0BA,43.5761730333458,3.850793838500977,"Chemin de La Rencontre, Saint-Jean-de-Védas",,Volé sur le parking de ma résidence.,2023-06-06 10:00:00,10,Saint-Jean-de-Védas
523,0FD150A5,43.60547842806721,3.879502179067843,"Rue Pagézy, Montpellier",@GROUPENICOLLIN stationné en zone de rencontre,,2023-06-06 06:40:00,2,Montpellier
524,AFA2FE7F,43.597856010639546,3.8460195086483537,"Rue du Pas du Loup, Montpellier",sur la bande cyclable,,2023-06-06 06:27:00,2,Montpellier
525,6D85BCFC,43.605546842155775,3.876379076442409,"Rue Anatole France, Montpellier",Double combo !,,2023-06-06 06:02:00,7,Montpellier
526,F5F23DED,43.60955657711888,3.881649758038939,"Avenue Frédéric Mistral, Montpellier","un habitué, pile devant @policenat34 !?",,2023-06-06 05:58:00,7,Montpellier
527,92609DBC,43.605699498959794,3.879647419156798,"Rue Pagézy, Montpellier",stationné en ZDR,,2023-06-05 15:58:00,2,Montpellier
528,5E6C5070,43.605486196880406,3.879485512152315,"Rue Pagézy, Montpellier",@GROUPENICOLLIN stationné en zone de rencontre,,2023-06-05 06:47:00,2,Montpellier
529,9F39E46F,43.6073949881512,3.867159378714861,"Rue du Faubourg Figuerolles, Montpellier",combo virage+PC+BC+passage piétons !!! @LColissim,,2023-06-05 06:39:00,2,Montpellier
530,FA57A832,43.53392,3.91807,"not found, Palavas-les-Flots",passage d'un pont souvent occupé par les véhicu,,2023-06-04 09:06:00,7,Palavas-les-Flots
531,4F4AB2DE,43.594934495656574,3.844517469406128,"Rue Gustave Flaubert, Montpellier",,,2023-06-04 07:55:00,2,Montpellier
532,BD4FEC1A,43.59413882443617,3.8458232468043367,"Rue Gustave Flaubert, Montpellier","trottoir impraticable, transformé en parking",,2023-06-04 07:54:00,2,Montpellier
533,CD868D5F,43.59394204183259,3.8469064286370855,"Rue Alfred Jarry, Montpellier",sur trottoir et dans virage,,2023-06-04 07:53:00,2,Montpellier
534,BD71F9EC,43.59497723160542,3.844345802274219,"Rue Gustave Flaubert, Montpellier","devant passage piéton, sur zebra, 0 visibilité",,2023-06-04 07:52:00,2,Montpellier
535,36D31789,43.59835502383731,3.8464185852453214,"Rue du Pas du Loup, Montpellier",merci pour les PMR !!!!,,2023-06-04 07:50:00,2,Montpellier
536,A31B9AC7,43.59478084023243,3.837975411379225,"Rue Rouget de Lisle, Montpellier","Trottoirs transformés en parking, #taxi included",,2023-06-04 06:48:00,2,Montpellier
537,A4C6A53D,43.59435736310852,3.8403196484555617,"Rue de Cheng Du, Montpellier",plates bandes transformées en parking,,2023-06-04 06:47:00,2,Montpellier
538,75423F0A,43.59411259974215,3.840636118774953,"Rue de Cheng Du, Montpellier","sur les plates bandes, tous les jours",,2023-06-04 06:46:00,2,Montpellier
539,67B6D5F4,43.592340949505065,3.842701218292501,"Rue du Pas du Loup, Montpellier",sur le trottoir,,2023-06-03 16:11:00,2,Montpellier
540,85B746AB,43.61336568458079,3.841528818011284,"Avenue de Lodève, Montpellier",,,2023-06-03 13:33:00,2,Montpellier
541,A48C0983,43.6157578751196,3.856051303446293,"Avenue de l'École d'Agriculture Gabriel Buchet, Montpellier",,,2023-06-03 13:07:00,2,Montpellier
542,EBA25E30,43.6208,3.85052,"Allée du Picpoul, Montpellier",,,2023-06-03 12:55:00,5,Montpellier
543,1F166740,43.59827247036119,3.846354228447511,"Rue du Pas du Loup, Montpellier",Trottoirs transformés en parking,,2023-06-03 07:30:00,2,Montpellier
544,3B590314,43.61188,3.86464,"Boulevard des Arceaux, Montpellier",,,2023-06-02 08:51:00,2,Montpellier
545,E2ED4302,43.60598,3.87636,"Place Alexandre Laissac, Montpellier",stationnement sauvage halles laissac,,2023-06-02 08:32:00,2,Montpellier
546,C5018220,43.60872,3.86804,"Plan Cabanes, Montpellier",Arceaux squattés ,,2023-06-02 07:49:00,7,Montpellier
547,649CDD0C,43.60749318760283,3.87007087469101,"Cours Gambetta, Montpellier",pratiquement tous les jours,,2023-06-01 17:25:00,2,Montpellier
548,B3E7330C,43.61359,3.82851,"Rue du Bassin, Montpellier",voiture garée en plein milieu de la rue,,2023-06-01 14:20:00,2,Montpellier
549,04BA9506,43.610673607367886,3.91476259567208,"Avenue Henri Becquerel, Montpellier",Moto sur PC. Tranquille ,,2023-06-01 10:28:00,7,Montpellier
550,FC9F1612,43.6149,3.8246,"Route de Lodève, Montpellier",3 voitures sur la pc!!!!,,2023-06-01 09:32:00,2,Montpellier
551,0C53A7F9,43.62208852841695,3.835397623479366,"station hôtel du département   rue des moulins, Montpellier",,,2023-06-01 06:51:00,2,Montpellier
552,8ACEFFB6,43.658302568808985,3.9619217813014975,"Route de Jacou, Vendargues",,,2023-06-01 06:44:00,2,Vendargues
553,B0E07FA2,43.5979103992012,3.845976596043044,"Rue du Pas du Loup, Montpellier",ambulance sur PC,,2023-06-01 06:32:00,2,Montpellier
554,873AC5EF,43.59235551920984,3.8426797733862914,"Rue du Pas du Loup, Montpellier",stationnement sur trottoir,,2023-05-31 18:49:00,2,Montpellier
555,78D7D234,43.59240991274316,3.842824595434325,"Rue du Pas du Loup, Montpellier",stationnement sur trottoir,,2023-05-31 18:49:00,2,Montpellier
556,7D3C552A,43.59822196700231,3.846338239374486,"Rue du Pas du Loup, Montpellier",SUV sur trottoir,,2023-05-31 18:46:00,2,Montpellier
557,2178FA12,43.6023669862621,3.8540523063631897,"Route de Lavérune, Montpellier",stationnement sur trottoir,,2023-05-31 18:43:00,2,Montpellier
558,3C6605D5,43.60256121633645,3.854427610606913,"Route de Lavérune, Montpellier",stationné sur la PC,,2023-05-31 18:43:00,2,Montpellier
559,05CC1004,43.60739676035238,3.8700379426983167,"Cours Gambetta, Montpellier",au travers du trottoir,,2023-05-31 15:58:00,2,Montpellier
560,09B5CAA4,43.60702634427986,3.892387859523296,"Rue de l'Acropole, Montpellier",,,2023-05-31 10:30:00,2,Montpellier
561,C9BC016D,43.6152306546952,3.856565952301026,"Avenue de l'École d'Agriculture Gabriel Buchet, Montpellier",Véhicule gênant ,"Véhicule mal garés, et avec la nouvelle piste cyclable les vélos cargos ne peuvent plus passer ",2023-05-31 09:18:00,2,Montpellier
562,82F7C2CE,43.60544740134768,3.879468805704889,"Rue Pagézy, Montpellier","@GROUPENICOLLIN stationné en ZdR, as susual",,2023-05-31 06:50:00,2,Montpellier
563,0AF49A65,43.60573484691587,3.879576159942269,"Rue Pagézy, Montpellier",camion sur trottoir en Zdr,,2023-05-31 06:50:00,2,Montpellier
564,D323DCDA,43.605619868859335,3.8765254731342185,"Place Alexandre Laissac, Montpellier","mise en danger, alercation, PM contactée",,2023-05-31 06:48:00,9,Montpellier
