token,latitude,longitude,address,comment,explanation,time,categorie,cityname
70170DAB,43.60551343626191,3.8795134322632183,"Rue Pagézy, Montpellier",@GROUPENICOLLIN & co en ZdR,,2022-09-08 06:48:00,2,Montpellier
D3966295,43.601499935574466,3.8689040964690506,"Boulevard Berthelot, Montpellier","on est pas bien, là?",,2022-09-08 06:43:00,2,Montpellier
B9467136,43.61233911315993,3.900494165718555,"Rue du Jeu de Boules, Montpellier",3 gardes comme des mères récurrents ,,2022-09-07 16:01:00,2,Montpellier
A87EFAA9,43.60964585019312,3.8639983910212266,"Avenue de Lodève, Montpellier",,,2022-09-07 15:30:00,2,Montpellier
3634DCFB,43.60182309017167,3.9040876552462582,"Rue Georges Braque, Montpellier",scooter gcum bloquant arceaux vélo.,,2022-09-07 09:39:00,2,Montpellier
EEAAB29E,43.605486245423634,3.8794866197844606,"Rue Pagézy, Montpellier",@GROUPENICOLLIN respecte les PMR et poussettes,,2022-09-06 06:49:00,2,Montpellier
72FB2CF2,43.605474592203485,3.8794866236289858,"Rue Pagézy, Montpellier",@GROUPENICOLLIN is back en zdr,,2022-09-06 06:48:00,2,Montpellier
4454C258,43.59502618364908,3.844256934207993,"Rue Gustave Flaubert, Montpellier",la régie des eaux... sur le passage piétons!!!,,2022-09-06 06:28:00,2,Montpellier
7DC841B1,43.62200843459746,3.8704373314976697,"Rue du Colonel Marchand, Montpellier",Doublé:blocage trottoir + emportiérage des vélo,,2022-09-05 06:27:00,2,Montpellier
886A2735,43.6592,3.97069,"Rue des Sports, Vendargues",privatise la rue pour son stationnement,,2022-09-03 12:02:00,2,Vendargues
F81365F7,43.63726656503314,3.914953954517842,"Avenue François Chalbot, Castelnau-le-Lez",véhicule garé sur passage piéton,"problème recourent de véhicules qui se garent sur le passage piéton en bas de centre de loisirs. 
j'ai eu l'audace de le faire remarquer à la conductrice.résultat: insultes et promesse qu'elle le refera. ",2022-08-27 04:47:30,2,Castelnau-le-Lez
6783D96A,43.65674,3.96944,"Place de la Mairie, Vendargues",Se gare sur le passage piéton devant la mairie,,2022-08-26 10:10:00,2,Vendargues
45ED4375,43.5982415856317,3.8758714869618416,"Avenue de Maurin, Montpellier","""je travaille, tu ne fais qu'une balade"" ",,2022-08-25 07:27:00,7,Montpellier
4019DBFD,43.59802063301022,3.8759194314479823,"Avenue de Maurin, Montpellier","""je suis en livraison""",,2022-08-25 07:26:00,2,Montpellier
E359B57E,43.59319322274876,3.8212824985384946,"Rue de Bionne, Montpellier",sable et graviers mou en quantité sur la piste.,,2022-08-25 06:44:00,4,Montpellier
8A8560DC,43.61744125995095,3.866460710742104,"Rue de la Portalière des Masques, Montpellier",Travaux sur piste non signalés (et en virage),,2022-08-25 05:59:00,6,Montpellier
34FC2AF2,43.63622098958679,3.9169619232416153,"Chemin des Mendrous, Castelnau-le-Lez",véhicule sur la piste cyclable,,2022-08-23 14:55:00,2,Castelnau-le-Lez
2A27FD17,43.64043981999971,3.9188528805971146,"Chemin des Mendrous, Castelnau-le-Lez",voiture sur passage piéton,,2022-08-23 14:51:01,2,Castelnau-le-Lez
759A6208,43.65158322511017,3.9599009978582327,"Avenue de Saint-Aunès, Vendargues",Gravier non adapté.  Accident ,,2022-08-23 14:34:00,3,Vendargues
45CDB04D,43.622909155008344,3.917722165459014,"Chemin des Cauquilloux, Castelnau-le-Lez",Potelet fever !,,2022-08-23 14:00:00,3,Castelnau-le-Lez
057DF2F2,43.62285490729162,3.917741048801244,"Chemin des Cauquilloux, Castelnau-le-Lez",Trottoir trop haut PMR VÉLO ,,2022-08-23 13:59:00,3,Castelnau-le-Lez
446B13E6,43.619576145182386,3.8876201693344115,"Avenue François Delmas, Montpellier",Garé sur piste cyclable,,2022-08-23 12:39:00,2,Montpellier
E6844885,43.61337089042514,3.78128599503328,"Carrefour D5E5 avenue de Clairdouy, Saint-Georges-d'Orques",Passage clouté débouchant sur un parking,"Les voitures garées sur le parking gênent l'utilisation du passage clouté. Ici, j'ai choisi un moment où il n'y a pas de voitures sur le passage pour qu'on puisse bien voir où est l'emplacement supposé dédié au passage des cyclistes et  piétons quand ils veulent traverser à cet endroit.  Le rebord de trottoir qui laisse un passage, quand, comme c'est le cas ici, il n'y a pas de voiture devant, ne fait que rajouter à l'inconfort de la manoeuvre. 
Il suffirait de réserver une zone de passage pour les piétons et cyclistes.",2022-08-23 12:36:00,3,Saint-Georges-d'Orques
D5D3A4B4,43.640445157953735,3.9187422394752502,"Rue Gaston Baissette, Castelnau-le-Lez",véhicule en partie garé sur passage piéton,,2022-08-23 06:58:00,2,Castelnau-le-Lez
E3E0D57A,43.64035247159382,3.918648362159729,"Chemin des Mendrous, Castelnau-le-Lez",véhicule garé sur le trottoir,,2022-08-23 06:57:00,2,Castelnau-le-Lez
005AE9DA,43.63631538087661,3.9175104349851604,"Chemin des Mendrous, Castelnau-le-Lez",camionette garée sur pisté cyclable,,2022-08-23 06:51:00,2,Castelnau-le-Lez
F4867F11,43.637274329739796,3.9148775115609165,"Avenue François Chalbot, Castelnau-le-Lez",parents qui se garent sur le passage piéton,,2022-08-23 06:46:00,2,Castelnau-le-Lez
2183BE3C,43.66134119081756,3.97524712555244,"Avenue Mendès France, Vendargues",Jardin d’enfants sans parking vélo ,,2022-08-22 16:19:00,5,Vendargues
B4B20D03,43.61023129761769,3.8721485808491707,"Boulevard Ledru-Rollin, Montpellier",parking gratuit Peyrou ,,2022-08-18 13:03:00,2,Montpellier
67309682,43.57082294121461,3.897621184587478,"Pont Méjean, Lattes",planche en déclouage,,2022-08-17 12:45:00,4,Lattes
6CE6116F,43.61139870107182,3.8720218464732166,"Rue la Blottière, Montpellier",nouveau parking du Peyrou,,2022-08-16 17:57:00,2,Montpellier
97DC11CA,43.60022623796759,3.894430361688137,"Rue du Moulin des Sept Cans, Montpellier",bloque trottoir et piste cyclable ,,2022-08-15 12:52:00,2,Montpellier
022005DA,43.61133097335584,3.8719920068979268,"Rue la Blottière, Montpellier",parking devant le peyrou,,2022-08-13 17:27:00,2,Montpellier
BB47D785,43.59947720572036,3.875870145857334,"Avenue de Maurin, Montpellier","""tu veux que je te casse la gueule ?"" ",,2022-08-12 07:27:00,2,Montpellier
03F1508E,43.62304430642849,3.8326226673450097,"Rue du Professeur Blayac, Montpellier",Non respect récurrent de passage piéton   ,Non respect récurrent du passage piéton (pour les piétons et cyclistes à pied) en haut de l'avenue Blayac après le rond point due à une vitesse excessive des automobilistes et à une visibilité réduite du passage piéton.,2022-08-10 08:01:00,8,Montpellier
7D1C0D16,43.61049031797373,3.8720697909593587,"Place Giral, Montpellier",le tout nouveau parking gratuit,"Chaque jour, des dizaines de voitures sont garées à la porte du Peyrou. Gênant les piétons. ",2022-08-09 07:32:00,2,Montpellier
A21C1F2D,43.609612968412364,3.8640311508061416,"Avenue de Lodève, Montpellier",véhicule encore garé sur la piste cyclable,,2022-08-05 15:47:00,2,Montpellier
61CCA2B1,43.609873940861064,3.8624894673333188,"Avenue de Lodève, Montpellier",véhicules garés sur la piste cyclable,,2022-08-05 06:39:00,2,Montpellier
7818891A,43.60983143754518,3.8624669549987516,"Avenue de Lodève, Montpellier",véhicules garés sur la piste cyclable,,2022-08-04 06:39:00,2,Montpellier
A1C5B73D,43.589904845269416,3.8542804466161993,"Rue Albert Ferrasse, Montpellier",engagement à contresens malgré les sens interdit,,2022-08-03 16:33:00,7,Montpellier
20464650,43.590314949156806,3.8522744145821535,"Rue Jacques Fouroux, Montpellier","sur trottoir, entrée de parc",,2022-08-03 16:31:00,2,Montpellier
1715D0B5,43.591182161022864,3.8462926440588423,"Rue de Bugarel, Montpellier",au milieu de la pc,,2022-08-03 16:28:00,2,Montpellier
0290CE24,43.63993586647738,3.9184646308422084,"Chemin des Mendrous, Castelnau-le-Lez",véhicule souvent garé sur le trottoir,,2022-08-03 14:57:00,2,Castelnau-le-Lez
32E97A99,43.60183488976733,3.8527972632884437,"Route de Lavérune, Montpellier",mais pourquoi se garer sur une place???,,2022-08-03 06:32:00,2,Montpellier
3FA024F4,43.60236795741401,3.85402800799831,"Route de Lavérune, Montpellier",poubelles laissées sur BC poke @GROUPENICOLLIN,,2022-08-03 06:32:00,2,Montpellier
D042459D,43.59759358512676,3.84584218822365,"Rue du Pas du Loup, Montpellier",BC impraticable,,2022-08-03 06:29:00,2,Montpellier
8661747C,43.594804150813275,3.844141707660729,"Rue du Pas du Loup, Montpellier",trottoir barré,,2022-08-03 06:27:00,2,Montpellier
7C16E51C,43.60532232326449,3.8792359849542906,"Rue de la République, Montpellier",@GROUPENICOLLIN dans ses oeuvres ,,2022-08-01 06:41:00,2,Montpellier
DA42C251,43.60019078965008,3.861039875290345,"Rue du Cinquante Sixième Régiment d'Artillerie, Montpellier",trottoirs impraticables devant école  !,,2022-08-01 06:34:00,2,Montpellier
2CAC2698,43.597552599237545,3.8456221301100784,"Rue Hébert, Montpellier",fourgonnette sur trottoir,,2022-08-01 06:27:00,2,Montpellier
45850C56,43.59334935902343,3.843063694106546,"Rue de Cheng Du, Montpellier",mon #suv bien à l'ombre sur le trottoir,,2022-07-31 10:24:00,2,Montpellier
78E5B879,43.59491507021525,3.8447320494025,"Rue Gustave Flaubert, Montpellier",sur trottoir,,2022-07-31 10:23:00,2,Montpellier
ACBF40CA,43.594373227405946,3.845385725306505,"Rue Gustave Flaubert, Montpellier",trottoirs privatisés et impraticables,,2022-07-31 10:22:00,2,Montpellier
CD04FF3D,43.594558029480886,3.8451283357541937,"Rue Gustave Flaubert, Montpellier",à contresens et à moitié sur le trottoir,,2022-07-31 10:22:00,2,Montpellier
F91E4C68,43.594006729564946,3.8466956193095307,"Rue Gustave Flaubert, Montpellier",sur trottoir et dans virage,,2022-07-31 10:22:00,2,Montpellier
7CB61DE1,43.591181383968724,3.846303827160407,"Rue de Bugarel, Montpellier",au milieu de la pc,,2022-07-31 10:16:00,2,Montpellier
C6D90302,43.59718741578028,3.8455302993036797,"Rue Félix Éboué, Montpellier",suv sur trottoir,,2022-07-31 10:07:00,2,Montpellier
FD34B2AA,43.597538225048844,3.845653744784397,"Rue du Pas du Loup, Montpellier",non-stop sur trottoir depuis 2 jours,,2022-07-31 10:07:00,2,Montpellier
CE3E279A,43.591159820371885,3.846284733841041,"Rue de Bugarel, Montpellier",au milieu de la pc,,2022-07-31 09:59:00,2,Montpellier
972B8247,43.594101462329874,3.8405997752124326,"Rue de Cheng Du, Montpellier","stationnement sur les plates-bandes, quotidien",,2022-07-31 09:54:00,2,Montpellier
2F407263,43.608988130037666,3.8789523392915726,"Place de Compostelle, Montpellier",parking privé en plein centre ville,,2022-07-31 07:43:00,2,Montpellier
71E3FD87,43.60224,3.87009,"Passage Clemenceau, Montpellier",barrière à terre non visible de nuit.,,2022-07-30 23:15:00,11,Montpellier
9DC9E256,43.60225,3.87014,"Avenue Georges Clemenceau, Montpellier",barrière non signalée et non visible de nuits,,2022-07-30 23:11:00,9,Montpellier
72196C60,43.60235902280379,3.854038287994324,"Route de Lavérune, Montpellier",sur BC et devant passage piéton,,2022-07-30 08:33:00,2,Montpellier
0F7E82BF,43.609599205572735,3.865459004893275,"Rue Jacques Draparnaud, Montpellier",sur trottoir,,2022-07-30 08:26:00,2,Montpellier
28214D8D,43.610375737410244,3.8655567302134313,"Rue Marioge, Montpellier",4 voitures sur trottoir d'une ZdR,,2022-07-30 08:08:00,2,Montpellier
8A277721,43.60714466983847,3.8664827194664673,"Rue du Faubourg Figuerolles, Montpellier",PC bloquée,,2022-07-30 08:04:00,2,Montpellier
BC0D2ECD,43.60235241898123,3.8540257351559557,"Route de Lavérune, Montpellier",sur BC et devant PP,,2022-07-30 07:58:00,2,Montpellier
C17D7B87,43.597550851036,3.8455991942924337,"Rue Hébert, Montpellier",pour tout le WE,,2022-07-30 07:55:00,2,Montpellier
73197FD2,43.59758193037775,3.8455934150867193,"Rue Hébert, Montpellier",c'est reparti pour tout le WE!,,2022-07-29 17:20:00,2,Montpellier
41E52A6A,43.59491584722117,3.8442464835134027,"Rue du Pas du Loup, Montpellier",trottoir impraticable,,2022-07-29 06:49:00,2,Montpellier
855A3B88,43.59472434173728,3.8440858250510295,"Rue du Pas du Loup, Montpellier",sur trottoir,,2022-07-28 16:21:00,2,Montpellier
78F86517,43.594299150862675,3.8438666002337705,"Rue du Pas du Loup, Montpellier",sur trottoir et à contresens,,2022-07-28 16:21:00,2,Montpellier
3D057B64,43.597481576259106,3.8455407851655785,"Rue du Pas du Loup, Montpellier",comme d'habitude... ,,2022-07-28 16:19:00,2,Montpellier
1B9756D2,43.60533423748159,3.879176412450281,"Rue de la République, Montpellier",trottoir en mode parking pour @GROUPENICOLLIN,,2022-07-28 06:51:00,2,Montpellier
3F902337,43.602634800734506,3.8555870694573624,"Rue des Chasseurs, Montpellier",camion sur la BC,,2022-07-28 06:42:00,2,Montpellier
EC0F42B9,43.60035042351892,3.848755547519658,"Rue du Pas du Loup, Montpellier",poubelles vidées et laissées sur le trottoir,,2022-07-28 06:40:00,2,Montpellier
10B1759B,43.594842030487875,3.844151487555184,"Rue du Pas du Loup, Montpellier",au travers du trottoir,,2022-07-27 16:36:00,2,Montpellier
021A2C2A,43.597594453974224,3.8455517874040983,"Rue Hébert, Montpellier",camion sur trottoir,,2022-07-27 16:35:00,2,Montpellier
75D91769,43.597545169602924,3.845618001206899,"Rue Hébert, Montpellier",stationnement récurrent sur trottoir,,2022-07-26 16:28:00,2,Montpellier
841A62F9,43.60004622842361,3.848197280126665,"Rue du Pas du Loup, Montpellier",sur la bande cyclable,,2022-07-26 16:26:00,2,Montpellier
A9B5ACC3,43.601661537392815,3.852504017058065,"Route de Lavérune, Montpellier",SUV sur trottoir,,2022-07-26 16:25:00,2,Montpellier
F45932C7,43.6053914416159,3.8790345455534507,"Rue de la République, Montpellier",véhicules de @GROUPENICOLLIN sur trottoir,,2022-07-26 06:39:00,2,Montpellier
E0A7BB51,43.597540507474605,3.84562850835653,"Rue Hébert, Montpellier",stationnement récurrent sur trottoir,,2022-07-25 16:34:00,2,Montpellier
F72E1771,43.60180172463207,3.903845921158791,"Rue Georges Braque, Montpellier",scooter bloquant arceau velo,,2022-07-25 07:02:00,2,Montpellier
78EF2AC3,43.59130804558538,3.847185549539316,"Rue de Bugarel, Montpellier",au travers de la piste cyclable,,2022-07-24 08:16:00,2,Montpellier
69059A4F,43.59116040317748,3.8462363051122543,"Rue de Bugarel, Montpellier",voie barrée par les voitures #Montpellier,,2022-07-24 08:15:00,2,Montpellier
06415144,43.6017216037909,3.8823332637548447,"Rue Frédéric Bazille, Montpellier",scooter en permanence sur le trottoir ,,2022-07-23 09:48:00,2,Montpellier
FA5413CE,43.610506242706805,3.865574738914042,"Rue Marioge, Montpellier","sur trottoir, zone de rencontre",,2022-07-23 07:28:00,2,Montpellier
1937C702,43.602351447829065,3.853989689633228,"Route de Lavérune, Montpellier",sur BC et devant passage piéton,,2022-07-23 07:21:00,2,Montpellier
A7FA2DAA,43.59114107365716,3.8462984561920166,"Rue de Bugarel, Montpellier",au milieu de la PC,,2022-07-22 17:23:00,2,Montpellier
A0FB5F9E,43.618011763126624,3.9125083267060976,"Rue de la Vieille Poste, Montpellier",Stationnement sur piste cyclable.,"Stationnement sur piste cyclable, sans panneau d'avertissement de travaux ou de danger.",2022-07-22 11:10:00,2,Montpellier
31341DD5,43.601103941360975,3.8852850347757344,"Rue Charles Bordes, Montpellier",,,2022-07-21 07:21:00,2,Montpellier
4A45DD0E,43.60050302548219,3.8868829607963566,"Avenue du Pont Trinquat, Montpellier","pietons, allez voir ailleurs ",,2022-07-20 16:38:00,2,Montpellier
30EC12CF,43.599821494634156,3.8882669806480403,"Rue des Colchiques, Montpellier",f*ck les pietons ,,2022-07-20 16:36:00,2,Montpellier
61CA7A63,43.59750394063603,3.845610141586185,"Rue du Pas du Loup, Montpellier",camion sur trottoir,,2022-07-19 16:31:00,2,Montpellier
D82CBCB1,43.59852493797089,3.8464911831365405,"Rue du Pas du Loup, Montpellier","combo contresens, trottoir et BC",,2022-07-19 16:30:00,2,Montpellier
3B62D762,43.599826350599116,3.8479235638090135,"Rue du Pas du Loup, Montpellier",sur trottoir,,2022-07-19 16:29:00,2,Montpellier
E03CBBAE,43.6107,3.8809,"Esplanade Charles de Gaulle, Montpellier",@GROUPENICOLLIN stationnés sur le trottoir,,2022-07-19 06:44:00,2,Montpellier
88816F07,43.591384149283115,3.847690606489778,"Rue de Bugarel, Montpellier",sur la PC,,2022-07-18 17:16:00,2,Montpellier
A1C6C6A8,43.60053750243431,3.9130479097366333,"Avenue Nina Simone, Montpellier",garé sur trottoir,,2022-07-18 16:52:00,2,Montpellier
10CC0DCA,43.59753817649921,3.8456467632204303,"Rue Hébert, Montpellier",camion sur trottoir,,2022-07-18 16:40:00,2,Montpellier
39D37DC6,43.60236693771635,3.854042077437044,"Route de Lavérune, Montpellier",sur BC et devant passage piéton @Montpellier3m,,2022-07-18 16:37:00,2,Montpellier
6D5283D8,43.60160482140409,3.8684910535812382,"Rue Raoux, Montpellier",sur trottoir,,2022-07-18 06:34:00,2,Montpellier
FA76C1D7,43.602335496664054,3.8539602281525736,"Route de Lavérune, Montpellier",à contresens et sur la BC,,2022-07-18 06:28:00,2,Montpellier
C8520693,43.60568,3.89325,"Avenue du Pont Juvénal, Montpellier",voitures garées sur le trottoir empêche la circu,,2022-07-16 21:15:00,2,Montpellier
7AB70A25,43.60614848451656,3.8633858039975166,"Rue du Faubourg Figuerolles, Montpellier",,,2022-07-16 18:14:00,2,Montpellier
B67DC7A5,43.606154796607036,3.8634025678038597,"Rue du Faubourg Figuerolles, Montpellier",,,2022-07-16 18:14:00,2,Montpellier
DEE89209,43.607459928474,3.8700453937053685,"Cours Gambetta, Montpellier",,,2022-07-15 18:00:00,2,Montpellier
E09D26CD,43.607159624412446,3.8664284348487854,"Rue du Faubourg Figuerolles, Montpellier",alich baba kebab ,,2022-07-15 13:31:00,2,Montpellier
FF321096,43.60602394198036,3.862931504845619,"Rue du Faubourg Figuerolles, Montpellier",,,2022-07-14 09:18:00,2,Montpellier
5499A5BA,43.60602151424806,3.86293888092041,"Rue du Faubourg Figuerolles, Montpellier",,,2022-07-14 09:18:00,2,Montpellier
4EA1B862,43.54693064746983,3.867579773068428,"Chemin de la Machine, Lattes",stationnement sur piste cycles et parpaing au zol,,2022-07-13 13:42:00,2,Lattes
110B1F1A,43.608440943662025,3.886282481253147,"Place Paul Bec, Montpellier",scooter bloquant arceaux vélos.,,2022-07-10 06:30:00,2,Montpellier
49A54C12,43.59035380300292,3.8522315025329594,"Rue Jacques Fouroux, Montpellier","sur trottoir, à  l'entrée du parc",,2022-07-09 07:10:00,2,Montpellier
317FD198,43.59348,3.8437,"Rue Du Pas Du Loup, Montpellier","la végétation tombe sur le trottoir  le,",,2022-07-08 10:40:00,4,Montpellier
1592DCAA,43.60328733992708,3.8846869021654125,"Boulevard de Strasbourg, Montpellier",a contre sens sur la piste cyclable ,,2022-07-07 19:35:00,7,Montpellier
C39856A9,43.600433828722934,3.8869949430227284,"Avenue du Pont Trinquat, Montpellier",,,2022-07-07 16:12:00,2,Montpellier
BD04F5A7,43.60109884270603,3.8853098452091213,"Rue Charles Bordes, Montpellier",,,2022-07-07 06:40:00,2,Montpellier
8CA0A6EE,43.600986186601,3.885725922882557,"Avenue du Pont Trinquat, Montpellier",trappe ouverte dangereuse,,2022-07-07 06:40:00,100,Montpellier
1D77ECCD,43.60109010215371,3.885315544903279,"Rue Charles Bordes, Montpellier",sur passage piéton ,,2022-07-06 06:49:00,2,Montpellier
9612C4C6,43.60270883077359,3.8554699654796085,"Rue des Chasseurs, Montpellier","sur la PC, à contresens",,2022-07-06 06:37:00,2,Montpellier
828F7EB6,43.59738282806674,3.8457067109739915,"Rue du Pas du Loup, Montpellier",sur trottoir,,2022-07-06 06:26:00,2,Montpellier
D28E9E72,43.597553764724964,3.845599524320958,"Rue Hébert, Montpellier",comme d'habitude,,2022-07-05 16:46:00,2,Montpellier
65AF16D7,43.65526003486315,3.968422114849091,"Passage Yvonne Barre, Vendargues",Encore garée là et insolente en plus ,,2022-07-05 07:11:00,2,Vendargues
A8251B1D,43.61049722222222,3.890188888888889,"Avenue Jean Mermoz, Montpellier",Bordures à déplacer ,Arretez les angles droits ! Il faut des rayons de giration pour les cycles supérieurs à 5m (3m mini absolu) pour fluidifier les trajectoires. Sinon les cyclistes n’utilisent pas les aménagements et les non convaincus continuent de prendre leur bagnole pour faire 1 à 3km. ,2022-07-04 08:06:00,3,Montpellier
440562B5,43.61017777777778,3.890327777777778,"Allée Henri II de Montmorency, Montpellier",Pas de continuité ,La traversée cyclable se termine sur le trottoir en tte illégalité alors que la piste transitoire vers les halles Jacques Coeur reprend 5 à 10 m plus loin,2022-07-04 07:29:00,3,Montpellier
F2D24164,43.60663184306749,3.865142986178398,"Rue du Faubourg Figuerolles, Montpellier",,,2022-07-02 15:51:00,2,Montpellier
1DEBEE7A,43.60747400898333,3.870051428675651,"Cours Gambetta, Montpellier",,,2022-07-02 13:34:00,2,Montpellier
9AD20578,43.60745968570659,3.8700685277581215,"Cours Gambetta, Montpellier",,,2022-07-02 13:34:00,2,Montpellier
2FE8A28D,43.60714748597906,3.866422399878502,"Rue du Faubourg Figuerolles, Montpellier",,,2022-07-02 13:32:00,2,Montpellier
B11A1417,43.60077471304104,3.886203356087208,"Avenue du Pont Trinquat, Montpellier",,,2022-07-02 08:25:00,2,Montpellier
3B876467,43.59754228714158,3.8455214476243302,"Rue Hébert, Montpellier",fidel au poste,,2022-07-02 06:57:00,2,Montpellier
1A1A8B79,43.59749391686312,3.845786579914852,"Impasse Stephan Zweig, Montpellier",sur trottoir,,2022-07-02 06:57:00,2,Montpellier
987DE6DE,43.601817189937684,3.852838603615166,"Route de Lavérune, Montpellier",sur BC et trottoir,,2022-07-02 06:53:00,2,Montpellier
450774BA,43.610331529235005,3.865541906322396,"Rue Marioge, Montpellier",sur le trottoir de la ZdR,,2022-07-02 06:23:00,2,Montpellier
C0303B68,43.6023573997145,3.8539990132891164,"Route de Lavérune, Montpellier",sur la BC et devant le PP,,2022-07-02 06:16:00,2,Montpellier
5CE669C3,43.59787000033893,3.8459300803008265,"Rue du Pas du Loup, Montpellier","sur le trottoir, un habitué",,2022-07-02 06:12:00,2,Montpellier
1A732354,43.598188916823865,3.846305118055678,"Rue du Pas du Loup, Montpellier","l'1 sur le trottoir, l'2 sur la BC",,2022-07-01 16:29:00,2,Montpellier
D2EF5A53,43.59754366567604,3.845565182407165,"Rue Hébert, Montpellier","comme d'habitude, pour tout le WE",,2022-07-01 16:28:00,2,Montpellier
E4D1435B,43.595863558461424,3.844616237570456,"Rue du Pas du Loup, Montpellier",sur trottoir,,2022-07-01 16:26:00,2,Montpellier
AEABB66E,43.60381631596741,3.9124960675781044,"Avenue du Mondial 98, Montpellier",Arceaux de stationnement mal placés.,"Aménagement stupide. Arceaux de stationnement placé en plein sur la piste cyclable / trottoir, alors qu'il y a un terrain vague juste derrière.",2022-07-01 12:00:00,3,Montpellier
FB306698,43.603587906103336,3.9130722115428815,"Boulevard Pénélope, Montpellier",Arceaux de stationnement mal placés.,"Aménagement stupide. Arceaux de stationnement placé en plein sur la piste cyclable / trottoir, alors qu'il y a un immense espace vide totalement inutile devant le bâtiment ""l'Amonite"".",2022-07-01 12:00:00,3,Montpellier
AF831EDA,43.595105682087144,3.876311369240284,"Rue Joseph Cugnot, Montpellier","""je travaille""",,2022-07-01 07:27:00,2,Montpellier
9638A47C,43.590338649999985,3.8522328883300365,"Rue Jacques Fouroux, Montpellier","sur trottoir, entrée de parc",,2022-06-30 16:50:00,2,Montpellier
06C06F7B,43.59757318931451,3.845678955294716,"Rue Hébert, Montpellier",fidel au poste,,2022-06-30 16:41:00,2,Montpellier
ED19E4C7,43.60115497643331,3.850651770808327,"Route de Lavérune, Montpellier",sans commentaire....,,2022-06-30 16:38:00,2,Montpellier
9511569A,43.60124820882546,3.8639716207762835,"Avenue Lepic, Montpellier",bus sur trottoir et passage piéton !!!!,,2022-06-30 06:46:00,2,Montpellier
81221807,43.60232037095094,3.853950887896645,"Route de Lavérune, Montpellier",sur PC et contresens,,2022-06-30 06:42:00,2,Montpellier
D063B736,43.60186586977431,3.8528672754546283,"Route de Lavérune, Montpellier",poubelles sur BC et trottoir,,2022-06-30 06:42:00,2,Montpellier
49F6775E,43.60246565522415,3.854070201505238,"Route de Lavérune, Montpellier",au milieu du trottoir,,2022-06-30 06:42:00,2,Montpellier
6DBC2403,43.598260038780936,3.846325278282166,"Rue du Pas du Loup, Montpellier",véhicules au milieu du trottoir,,2022-06-30 06:38:00,3,Montpellier
88670010,43.594965576349665,3.844243884086609,"Rue Gustave Flaubert, Montpellier",camion sur trottoir,,2022-06-30 06:35:00,2,Montpellier
C23A2E7D,43.59981809545845,3.8883709162473683,"Rue des Colchiques, Montpellier",,,2022-06-30 06:34:00,2,Montpellier
06FBA3F7,43.59753434012919,3.8456199466963885,"Rue Hébert, Montpellier",sur le trottoir,,2022-06-29 16:04:00,2,Montpellier
6912C216,43.597359518484815,3.845678955294716,"Rue du Pas du Loup, Montpellier",sur le trottoir,,2022-06-29 16:04:00,2,Montpellier
C8E28137,43.599845046060494,3.8479131460189824,"Rue du Pas du Loup, Montpellier",sur le trottoir,,2022-06-29 16:03:00,2,Montpellier
B35F920C,43.60235882859118,3.8540299683700145,"Route de Lavérune, Montpellier",sur le trottoir,,2022-06-29 16:00:00,2,Montpellier
E5F54A50,43.60170271466824,3.852620512225258,"Route de Lavérune, Montpellier",sur le trottoir,,2022-06-29 16:00:00,2,Montpellier
786877E8,43.59751627525834,3.8456525039258214,"Rue du Pas du Loup, Montpellier","sur trottoir, depuis des semaines @PetitForestier",,2022-06-28 16:16:00,2,Montpellier
499A359E,43.602370870869706,3.8540569860543443,"Route de Lavérune, Montpellier",sur BC et Passage Piéton !!!,,2022-06-28 16:12:00,2,Montpellier
95F16A62,43.60718074528066,3.8664482161402702,"Rue du Faubourg Figuerolles, Montpellier",kebab,,2022-06-28 15:54:00,2,Montpellier
57DB2856,43.60429,3.87796,"Rue du Grand Saint-Jean, Montpellier",large mais pas de dsc,,2022-06-28 06:45:00,8,Montpellier
E7F16F43,43.60119984455192,3.884688913822174,"Avenue de Palavas, Montpellier",,,2022-06-28 06:38:00,2,Montpellier
CBE2CCEA,43.60110928280852,3.8852887228131294,"Rue Charles Bordes, Montpellier",,,2022-06-28 06:37:00,2,Montpellier
E6B45E98,43.60231648634005,3.8539549751367517,"Route de Lavérune, Montpellier",sur la BC,,2022-06-28 06:20:00,2,Montpellier
FB820BE7,43.59495858318325,3.844067000813341,"Rue François Bélanger, Montpellier",Des piétons ? Où ça des piétons ?,,2022-06-27 16:36:00,2,Montpellier
AEAFEDAB,43.597518023475715,3.845606461392275,"Rue du Pas du Loup, Montpellier","sur trottoir, depuis des semaines @PetitForestier",,2022-06-27 16:34:00,2,Montpellier
196761CE,43.60269251552335,3.855509173293724,"Rue des Chasseurs, Montpellier",sans commentaire,,2022-06-27 06:52:00,2,Montpellier
68970A39,43.60233163632703,3.8539515400473383,"Route de Lavérune, Montpellier",sur la PC,,2022-06-27 06:51:00,2,Montpellier
772430B4,43.60016204250006,3.8482782416140986,"Rue du Pas du Loup, Montpellier",tranquillou sur le trottoir,,2022-06-27 06:49:00,2,Montpellier
FEED2E09,43.591543495617394,3.8487784422005693,"Rue de Bugarel, Montpellier",sur la PC,,2022-06-26 17:16:00,2,Montpellier
068A5452,43.597561534561535,3.845661932762852,"Rue Hébert, Montpellier","sur trottoir, depuis des semaines @PetitForestier",,2022-06-26 11:57:00,2,Montpellier
